Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source
"Mola J.M., Miller M.R., O'Rourke S.M., Williams N.M.","Forests do not limit bumble bee foraging movements in a montane meadow complex",2020,"Ecological Entomology",,,,"","",,"10.1111/een.12868","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082559776&doi=10.1111%2feen.12868&partnerID=40&md5=654fd14059aa1e216545538f44f353dd","1. Understanding the roles of habitat fragmentation and resource availability in shaping animal movement are integral for promoting species persistence and conservation. For insects such as bumble bees, their movement patterns affect the survival and reproductive potential of their colonies, as well as the pollen flow of plant species. However, the understanding of their mobility or the impact of putative barriers in natural environments is limited due to the technical difficulties of studying wild populations. 2. Genetic mark–recapture was used to estimate the foraging distance, resource use, and site connectivity of two bumble bee species in a montane meadow complex composed of open meadows within a matrix of forest. 3. There was no evidence that forests or changes in landcover function as barriers to the fine-scale movement for either species. Substantially greater colony-specific foraging distances were found for Bombus vosnesenskii (maximum: 1867 m) compared to Bombus bifarius (maximum: 362 m). Despite this difference in absolute range, both species were detected across putative forest barriers at frequencies expected by uninhibited movement. Siblings separated by greater distances were more likely to be foraging on different floral species, potentially suggesting a resource-based motivation for movement. 4. These results suggest that bumble bee foraging patterns are influenced by species-specific differences in movement capacity, with little influence of matrix composition between resource patches. They also support the perspective that habitat conservation for bumble bees should prioritise providing abundant and diverse patches of resources within species-specific movement radii with less emphasis on matrix composition. Published 2020. This article is a U.S. Government work and is in the public domain in the USA.",Article,Scopus
"Ricigliano V.A., Mott B.M., Maes P.W., Floyd A.S., Fitz W., Copeland D.C., Meikle W.G., Anderson K.E.","Honey bee colony performance and health are enhanced by apiary proximity to US Conservation Reserve Program (CRP) lands",2019,"Scientific Reports","9","1", 4894,"","",,"10.1038/s41598-019-41281-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063338483&doi=10.1038%2fs41598-019-41281-3&partnerID=40&md5=1b6b5265f4ba13fec67968f1589eead9","Honey bee colony performance and health are intimately linked to the foraging environment. Recent evidence suggests that the US Conservation Reserve Program (CRP) has a positive impact on environmental suitability for supporting honey bee apiaries. However, relatively little is known about the influence of habitat conservation efforts on honey bee colony health. Identifying specific factors that influence bee health at the colony level incorporates longitudinal monitoring of physiology across diverse environments. Using a pooled-sampling method to overcome individual variation, we monitored colony-level molecular biomarkers during critical pre- and post-winter time points. Major categories of colony health (nutrition, oxidative stress resistance, and immunity) were impacted by apiary site. In general, apiaries within foraging distance of CRP lands showed improved performance and higher gene expression of vitellogenin (vg), a nutritionally regulated protein with central storage and regulatory functions. Mirroring vg levels, gene transcripts encoding antioxidant enzymes and immune-related proteins were typically higher in colonies exposed to CRP environments. Our study highlights the potential of CRP lands to improve pollinator health and the utility of colony-level molecular diagnostics to assess environmental suitability for honey bees. © 2019, The Author(s).",Article,Scopus
"Bastian H.-V., Bastian A., Essel S., Tietze D.T.","Space Use and Daily Movement Patterns of the European Bee-Eater Merops apiaster during Breeding and Post-Breeding",2019,"Ardea","107","3",,"321","327",,"10.5253/arde.v107i3.a6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081318581&doi=10.5253%2farde.v107i3.a6&partnerID=40&md5=ddc61db33153d5dea6b851f150cdcf9a","In July 2016, six European Bee-eaters Merops apiaster were tagged with radio transmitters in order to determine their space use during breeding and post-breeding. During breeding, home-range sizes were 2.0-5.5 km2 (95% kernel contour of minimum convex polygon, MCP95) and the median distance between position points and the nesting burrow was 0.20 km (Q1-Q3: 0.10-0.38 km). After Bee-eaters had fledged, adult birds increased their home range to 10.6-175.2 km2 (MCP95) and the median moving distance to the nesting burrow to 3.90 km (Q1-Q3: 1.83-5.25 km). In the last study week, two birds always flew together in larger flocks, while other tagged birds used other locations, this may indicate stable foraging groups of birds from different colonies. Space use was significantly influenced only by cloudiness during breeding and not by temperature or precipitation. In the early breeding season, only males stayed overnight in roosting trees; subsequently, both males and females stayed there. From about the end of the second week after hatching no adult birds were in the breeding colony at night. The results of this pilot study must however be verified with a broader-scaled study approach. © 2019 ARDEA. All rights reserved.",Article,Scopus
"Makinson J.C., Woodgate J.L., Reynolds A., Capaldi E.A., Perry C.J., Chittka L.","Harmonic radar tracking reveals random dispersal pattern of bumblebee (Bombus terrestris) queens after hibernation",2019,"Scientific Reports","9","1", 4651,"","",,"10.1038/s41598-019-40355-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063319356&doi=10.1038%2fs41598-019-40355-6&partnerID=40&md5=b41d3cf5db05cf63acc8a6943cb1d947","The dispersal of animals from their birth place has profound effects on the immediate survival and longer-term persistence of populations. Molecular studies have estimated that bumblebee colonies can be established many kilometers from their queens’ natal nest site. However, little is known about when and how queens disperse during their lifespan. One possible life stage when dispersal may occur, is directly after emerging from hibernation. Here, harmonic radar tracking of artificially over-wintered Bombus terrestris queens shows that they spend most of their time resting on the ground with intermittent very short flights (duration and distance). We corroborate these behaviors with observations of wild queen bees, which show similar prolonged resting periods between short flights, indicating that the behavior of our radar-monitored bees was not due to the attachment of transponders nor an artifact of the bees being commercially reared. Radar-monitored flights were not continuously directed away from the origin, suggesting that bees were not intentionally trying to disperse from their artificial emergence site. Flights did not loop back to the origin suggesting bees were not trying to remember or get back to the original release site. Most individuals dispersed from the range of the harmonic radar within less than two days and did not return. Flight directions were not different from a uniform distribution and flight lengths followed an exponential distribution, both suggesting random dispersal. A random walk model based on our observed data estimates a positive net dispersal from the origin over many flights, indicating a biased random dispersal, and estimates the net displacement of queens to be within the range of those estimated in genetic studies. We suggest that a distinct post-hibernation life history stage consisting mostly of rest with intermittent short flights and infrequent foraging fulfils the dual purpose of ovary development and dispersal prior to nest searching. © 2019, The Author(s).",Article,Scopus
"Porath H.T., Hazan E., Shpigler H., Cohen M., Band M., Ben-Shahar Y., Levanon E.Y., Eisenberg E., Bloch G.","RNA editing is abundant and correlates with task performance in a social bumblebee",2019,"Nature Communications","10","1", 1605,"","",,"10.1038/s41467-019-09543-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064068702&doi=10.1038%2fs41467-019-09543-w&partnerID=40&md5=6c1ef7de182e5746d9b0d9018fc6eb4d","Colonies of the bumblebee Bombus terrestris are characterized by wide phenotypic variability among genetically similar full-sister workers, suggesting a major role for epigenetic processes. Here, we report a high level of ADAR-mediated RNA editing in the bumblebee, despite the lack of an ADAR1-homolog. We identify 1.15 million unique genomic sites, and 164 recoding sites residing in 100 protein coding genes, including ion channels, transporters, and receptors predicted to affect brain function and behavior. Some edited sites are similarly edited in other insects, cephalopods and even mammals. The global editing level of protein coding and non-coding transcripts weakly correlates with task performance (brood care vs. foraging), but not affected by dominance rank or juvenile hormone known to influence physiology and behavior. Taken together, our findings show that brain editing levels are high in naturally behaving bees, and may be regulated by relatively short-term effects associated with brood care or foraging activities. © 2019, The Author(s).",Article,Scopus
"Simanonok M.P., Burkle L.A.","Nesting success of wood-cavity-nesting bees declines with increasing time since wildfire",2019,"Ecology and Evolution","9","22",,"12436","12445",,"10.1002/ece3.5657","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073991850&doi=10.1002%2fece3.5657&partnerID=40&md5=a8aceac8aab7efb041070da8f7faadcc","Bees require distinct foraging and nesting resources to occur in close proximity. However, spatial and temporal patterns in the availability and quantity of these resources can be affected by disturbances like wildfire. The potential for spatial or temporal separation of foraging and nesting resources is of particular concern for solitary wood-cavity-nesting bees as they are central-place, short-distance foragers once they have established their nest. Often the importance of nesting resources for bees have been tested by sampling foraging bees as a proxy, and nesting bees have rarely been studied in a community context, particularly postdisturbance. We tested how wood-cavity-nesting bee species richness, nesting success, and nesting and floral resources varied across gradients of wildfire severity and time-since-burn. We sampled nesting bees via nesting boxes within four wildfires in southwest Montana, USA, using a space-for-time substitution chronosequence approach spanning 3–25 years postburn and including an unburned control. We found that bee nesting success and species richness declined with increasing time postburn, with a complete lack of successful bee nesting in unburned areas. Nesting and floral resources were highly variable across both burn severity and time-since-burn, yet generally did not have strong effects on nesting success. Our results together suggest that burned areas may provide important habitat for wood-cavity-nesting bees in this system. Given ongoing fire regime shifts as well as other threats facing wild bee communities, this work helps provide essential information necessary for the management and conservation of wood-cavity-nesting bees. © 2019 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.",Article,Scopus
"Campbell A.J., Gomes R.L.C., da Silva K.C., Contrera F.A.L.","Temporal variation in homing ability of the neotropical stingless bee Scaptotrigona aff. postica (Hymenoptera: Apidae: Meliponini)",2019,"Apidologie","50","5",,"720","732",,"10.1007/s13592-019-00682-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071495307&doi=10.1007%2fs13592-019-00682-z&partnerID=40&md5=845b34b253a18f5775bef1cbe75a2842","Body size is a known predictor of foraging distance in stingless bees (Apidae: Meliponini). However, effects of seasonality on foraging distances, particularly in tropical regions, are poorly understood. Here, we use translocation (‘homing’) experiments, the release of marked individuals at various distances from the nest, to investigate how homing abilities of the Neotropical stingless bee, Scaptotrigona aff. postica differ across the transition between wet and dry seasons (February–August) in a heterogenous tropical landscape in the eastern Brazilian Amazon. We also determined nectar sugar concentrations of unmanipulated returning foragers to assess temporal changes in collected resource quality. Maximum and typical homing distances (i.e. distances where 90% and 50% of released bees are lost) were estimated to be 860 and 392 m, respectively, confirming that while some individuals travel long distances, most workers must remain close to nests during foraging trips. Homing distances and collected nectar sugar concentrations showed inverse temporal patterns, as homing range declined in later months (May to August), whereas nectar sugar concentrations increased over the same period. Thus, shorter homing distances in later ‘dry season’ months probably reflected an increased availability of floral resources compared with earlier months. Together, our findings highlight the limited spatial extent of foraging activities in S. aff. postica workers, and that bee homing distances vary with environmental conditions. These results provide useful information for both stingless bee colony management and conservation in humid tropical regions. © 2019, INRA, DIB and Springer-Verlag France SAS, part of Springer Nature.",Article,Scopus
"Lu Z.X., Xie Z.H., Zhao J.W., Chen Y.Q.","Scale-Dependent Waylaying Effect of Pollinators and Pollination of Mass-Flowering Plants",2019,"Neotropical Entomology","48","5",,"717","728",,"10.1007/s13744-019-00688-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065504024&doi=10.1007%2fs13744-019-00688-3&partnerID=40&md5=4a8c0f2c5684f7f6eb6885d21d8e2641","Pollinators foraging for food resources can be waylaid by mass-flowering plants located in their foraging pathway in landscapes. The waylaying effect of pollinators is often studied at a single spatial scale; to date, little is known about the best spatial extent at which waylaying effect of pollinators can be measured. In this study, we selected a landscape with mass-flowering tufted vetches to determine the spatial scale of waylaying effect of honey bees as well as the consequence of waylaying effect on vetch pollination service. The spatial scale of waylaying effect was determined by the strongest association between honey bee density and distance, selected from a gradient of nested circular buffers centering on apiaries in three different locations. Linear models were used to predict the influence of flower visitor densities on pollination service. For our landscape, honey bee densities were best associated with distances at spatial scales of 500 m, 1150 m, and 1400 m respectively for the three locations of apiaries. Honey bee was the only pollinator whose density displayed a positive relationship with pollination service. At the scales of effect, honey bee density and pollination service declined along the distance. Our findings suggest that the waylaying effect of pollinators needs to be examined at a specific spatial scale and farmers who use honey bees to pollinate their mass-flowering crops need to consider the spatial scale of waylaying effect of pollinators in order to maximize pollination service within agricultural ecosystems. © 2019, Sociedade Entomológica do Brasil.",Article,Scopus
"Yousir N.T.","Spark architecture and fractional artificial bee colony-chaotic fruitfly rideNN for big data classification in internet of things",2019,"International Journal of Engineering and Advanced Technology","9","1",,"542","555",,"10.35940/ijeat.A9667.109119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074649503&doi=10.35940%2fijeat.A9667.109119&partnerID=40&md5=ff30d3c40be49c2ca52cd23d18bb0ef1","The typical Internet of Things (IoT) device gathers a huge amount of data specifically termed as big data framework, which transfers the collected data from the sensing layer to the information processing layer. Various big data classification methods are adopted in the industrial applications, and smart cities, but accurately classifying the data in the IoT network poses a challenging task in the research community. Therefore, an effective big data classification model using spark-based architecture is proposed in this research. The big data classification is performed at the master node using the proposed Fractional Artificial Bee Colony-Chaotic Fruitfly Rider Optimization Algorithm (FABC-CFFRideNN). The concept of fictional computing is adopted by the rider optimization algorithm (ROA) to update the position of rider groups based on success rate and the foraging behavior of fruit flies along with the rider parameters is used to enhance to performance of data classification using the proposed CFFRideNN classifier. Moreover, the proposed Fractional Artificial Bee Colony-Chaotic Fruitfly Rider Optimization Algorithm attained better performance using the metrics, namely accuracy, specificity, and sensitivity with the values of 95.382%, 95.81%, and 98.824% for training percentage without node velocity. © BEIESP.",Article,Scopus
"Grab H., Brokaw J., Anderson E., Gedlinske L., Gibbs J., Wilson J., Loeb G., Isaacs R., Poveda K.","Habitat enhancements rescue bee body size from the negative effects of landscape simplification",2019,"Journal of Applied Ecology","56","9",,"2144","2154",,"10.1111/1365-2664.13456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069932103&doi=10.1111%2f1365-2664.13456&partnerID=40&md5=01b9b3d9af9256d70f5f01909e744586","The negative effects of landscape simplification on bee communities are well documented. To reverse these effects, flowering habitat enhancements are designed to provide supplemental nutritional resources for wild bees and are particularly important when few resources are available in the surrounding landscape. Yet, it is not known whether or how habitat enhancements support bee populations under varying landscape contexts. Body size is a morphological trait that is strongly linked to foraging ability, immune function, and fitness in bees. Landscape simplification has been associated with size declines across bee taxa and smaller body size can be an early indicator of environmental stress. To determine whether the negative effects of landscape simplification on body size can be improved by adding floral resources to farm landscapes, we measured the body size of 10 wild bee species collected at 70 sites with or without habitat enhancements in Michigan and New York. Bees were collected at sites with varying amounts of agriculture in the surrounding landscape, allowing us to test whether morphological responses to enhancements are affected by landscape simplification. Half of the bee species measured exhibited declining body size across the landscape gradient. Among these species, declines were buffered by the presence of habitat enhancements suggesting this response is the result of improved nutrition, reduced need for long-distance foraging, enhanced recruitment of larger individuals or a combination of these mechanisms. Declines in body size were strongest in both the smallest and the largest species. Large and medium sized species exhibited the greatest response to flowering habitat enhancements. Synthesis and applications. At sites with high agricultural cover, we observed intraspecific body size declines among many species; however, we did not observe decreased body size in any species at sites with a flowering habitat enhancement. Therefore, our findings suggest that the presence of flowering habitat enhancements can support wild bees experiencing stress from intensively managed agricultural landscapes across multiple cropping systems and regions. © 2019 The Authors. Journal of Applied Ecology © 2019 British Ecological Society",Article,Scopus
"Utaipanon P., Holmes M.J., Chapman N.C., Oldroyd B.P.","Estimating the density of honey bee (Apis mellifera) colonies using trapped drones: area sampled and drone mating flight distance",2019,"Apidologie","50","4",,"578","592",,"10.1007/s13592-019-00671-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070308984&doi=10.1007%2fs13592-019-00671-2&partnerID=40&md5=548e5de6d16c3c03e88eab0066fe8e23","Reliable information on Western honey bee colony density can be important in a variety of contexts including biosecurity responses, determining the sufficiency of pollinators in an agroecosystem and in determining the impacts of feral honey bees on ecosystems. Indirect methods for estimating colony density based on genetic analysis of sampled males are more feasible and cost efficient than direct observation in the field. Microsatellite genotypes of drones caught using Williams drone trap are used to identify the number of colonies (queens) that contributed drones to a mating lek. From the number of colonies, the density of colonies can be estimated based on assumptions about the area from which drones are drawn. This requires reliable estimates of drone flight distance. We estimated average minimum flight distance of drones from feral colonies along two 7-km transects in Southern NSW, Australia. We found that drones from feral colonies flew at least 3.5 km to drone traps. We then determined that the maximum distance that drones flew from a focal colony to a trap was 3.75 km. We conclude that a drone trap samples an area of 44 km2, and that this area should be used to convert estimated colony numbers to colony densities. This area is much greater than has been previously assumed. The densities of honey bee colonies in Grong Grong and Currawarna, NSW, are 1.38–2.73 and 1.31–3.06 colonies/km2 respectively. © 2019, INRA, DIB and Springer-Verlag France SAS, part of Springer Nature.",Article,Scopus
"Vossler F.G.","Pollen diet assessment and flower association in Melipona orbignyi and recommendations on management and conservation of stingless bees in the Chaco dry forest of South America",2019,"Apidologie","50","4",,"391","413",,"10.1007/s13592-019-00653-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068506863&doi=10.1007%2fs13592-019-00653-4&partnerID=40&md5=bb94e4b09f669b36339f304ff582fc30","Management and conservation of wild pollinators in forests of the Chaco region of South America is of great interest nowadays as they are pollen vectors that improve the reproductive success of many forest species which are at risk due mainly to forest patch isolation and degradation by human activities. The assessment of the diet of the stingless bee Melipona orbignyi was carried out by comparing different calculations from palynological data being the index of relative importance (IRI) the most complete, objective, and here recommended. This index showed that the order of the four most important pollen resources was Prosopis (IRI = 3354), Albizia inundata (1999), Cynophalla retusa (921), and Solanum type 2 (693), and the value of importance of species (SI) calculated for honey resources showed that they were type Maytenus (SI = 20.79), Prosopis (18.73), Cynophalla retusa (6.72), and Ziziphus mistol (3.32). Three flower types predominated in pollen and nectar provisions: brush flowers, solanoid flowers with poricidal anthers, and generalized small pale flowers, being the former two associated to buzzing. The abundance of the nectarless Solanum in honey samples is discussed. Good forest management practices for pollinator conservation native to the Chaco forest should include the keeping of undisturbed forest patches for nesting and foraging while the surrounding forest resources are managed in a sustainable way. Furthermore, because some threatened plants important for the M. orbignyi diet require gene flow to maintain healthy populations, short distances among the forest patches are needed, a fact that also helps to avoid genetic drift in Melipona colonies. The rational rearing of Melipona orbignyi would be a good practice to be implemented to promote pollination of threatened tree and shrub individuals isolated by forest fragmentation. © 2019, INRA, DIB and Springer-Verlag France SAS, part of Springer Nature.",Article,Scopus
