PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Ronacher, B",,,,"Ronacher, Bernhard",,,Path integration in a three-dimensional world: the case of desert ants,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,,,,,,,,,,,,"Desert ants use path integration to return from foraging excursions on a shortcut way to their nests. Intriguingly, when walking over hills, the ants incorporate the ground distance, the paths' projection to the horizontal plane, into their path integrator. This review discusses how Cataglyphis may solve this computational feat. To infer ground distance, ants must incorporate the inclination of path segments into the assessment of distance. Hair fields between various joints have been eliminated as likely sensors for slope measurement, without affecting slope detection; nor do postural adaptations or changes in gait provide the relevant information. Changes in the sky's polarization pattern due to different head inclinations on slopes were ruled out as cues. Thus, the mechanisms by which ants may measure slopes still await clarification. Remarkably, the precision of slope measurement is roughly constant up to a 45 degrees inclination, but breaks down at 60 degrees. An encounter of sloped path segments during a foraging trip induces a general acceptance of slopes, however, slopes are not associated with specific values of the home vector. All current evidence suggests that Cataglyphis does not compute a vector in 3-D: path integration seems to operate exclusively in the horizontal plane.",,,,,,,,,,,,,,,,,0340-7594,1432-1351,,,,,,,,,,,,,,,10.1007/s00359-020-01401-1,,Feb-20,,,,,WOS:000511047000002,32020292,,,,
J,"Erickson, E; Adam, S; Russo, L; Wojcik, V; Patch, HM; Grozinger, CM",,,,"Erickson, E.; Adam, S.; Russo, L.; Wojcik, V; Patch, H. M.; Grozinger, C. M.",,,More Than Meets the Eye? The Role of Annual Ornamental Flowers in Supporting Pollinators,ENVIRONMENTAL ENTOMOLOGY,,,,,,,,,,,,"Ornamental flowers are commonly planted in urban and suburban areas to provide foraging resources for pollinator populations. However, their role in supporting broad pollinator biodiversity is not well established as previous studies have been conducted in urban landscapes with pollinator communities that are distinct from those in natural systems. We observed pollinator visitation patterns to five ornamental annual plant genera and their cultivars over multiple years at two semi-natural sites in Pennsylvania to understand their potential for supporting diverse pollinator communities. There was significant variation in visitor abundance and diversity by season and year for many annual ornamental cultivars. Within some genera, cultivars had similar visitor abundance, diversity, and main visitor taxa, while cultivars in other genera varied greatly in these measures. We observed only polylectic (pollen generalist) bee species visiting annual ornamentals, despite the presence of oligolectic (pollen specialist) bee species in the background population. We conclude that the attractiveness of annual ornamental plants likely depends on both cultivar characteristics and environmental context. While their role in supporting complex pollinator populations is limited both based on the number of and dietary breadth of the species they support, ornamental plants may nonetheless provide long-lasting supplemental foraging resources for the generalist pollinator communities characteristic of urban and suburban environments.",,,,,,,,,,,,,,,,,0046-225X,1938-2936,,,,FEB,2020,49,1,,,,,178,188,,10.1093/ee/nvz133,,,,,,,WOS:000515110400020,31755522,,,,
J,"Rowland, LJ; Ogden, EL; Bell, DJ; Drummond, FA",,,,"Rowland, Lisa J.; Ogden, Elizabeth L.; Bell, Daniel J.; Drummond, Frank A.",,,Pollen-mediated gene flow in managed fields of lowbush blueberry,CANADIAN JOURNAL OF PLANT SCIENCE,,,,,,,,,,,,"Pollen-mediated gene flow was analyzed in two managed fields of lowbush blueberry (Vaccinium angustifolium Ait.) in Maine. Seedlings derived from open-pollinated crosses of two mother plants, one from each of the two fields, were genotyped using simple sequence repeat markers. The mother plants, the four to five nearest neighbour plants, and a group of 22-23 plants further away from the site of fruit collection were genotyped as well. The paternity of 70 seedlings produced by the mother plants, 35 from each field, was analyzed using FAMOZ to determine if each seedling was most likely a result of a self-cross, a cross with one of the nearest neighbours, or a cross from outside the nearest neighbourhood. Approximately 91%-97% of the seedlings appeared to result from crosses with plants outside the nearest neighbourhood, whereas 0% appeared to have resulted from self-crosses. This suggests that the primary pollinators of lowbush blueberry, native bees and honey bees, routinely collect and move pollen from distances greater than the adjacent neighbours of the plants receiving the pollen.",,,,,,,,,,,,,,,,,0008-4220,1918-1833,,,,FEB,2020,100,1,,,,,95,102,,10.1139/cjps-2019-0109,,,,,,,WOS:000514074300009,,,,,
J,"Lourenco, AP; Santos, APM; Checon, HH; Costa, MR; Assis, SL",,,,"Lourenco, Anete P.; Santos, Ana Paula M.; Checon, Helio H.; Costa, Mayra R.; Assis Junior, Sebastiao L.",,,Cavity-nesting bee communities in areas with different levels of vegetation disturbance,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,,,,,,,,,,,,"The reasons for the decline of bee diversity and abundance include the destruction and loss of natural habitats. Protected areas are created for biodiversity conservation, but these areas vary strongly in their level of vegetation disturbance. Using trap-nests, we assessed changes in solitary bee abundance, richness, and composition in areas ranging from naturally conserved to degraded. Solitary bees were sampled during an 18-month period in three areas of southeastern Brazil: a preserved area in Rio Preto State Park - PERP; a restored/altered area with exotic plants at the Federal University of the Jequitinhonha and Mucuri Valleys - JK Campus; and a degraded area in Biribiri State Park - PEBi. A total of seven species of bees built 115 nests. In the degraded area, only two nests were built. Abundance of built nests was higher in the preserved area (PERP), but diversity was higher in the restored area (JK Campus). Our results show that the solitary bee population responds positively to habitat complexity (local scale). The presence of a diverse solitary bee fauna in the restored area indicates that altered areas should also be protected as suitable areas for re-colonization of cavity-nesting bees.",,,,,,,,,,,,,,,,,0165-0521,1744-5140,,,,,,,,,,,,,,,10.1080/01650521.2019.1710334,,Jan-20,,,,,WOS:000505869200001,,,,,
J,"Layek, U; Manna, SS; Karmakar, P",,,,"Layek, Ujjwal; Manna, Siddhartha S.; Karmakar, Prakash",,,"Pollen foraging behaviour of honey bee (Apis mellifera L.) in southern West Bengal, India",PALYNOLOGY,,,,,,,,,,,,"Pollen loads of Apis mellifera were analysed to assess their daily pollen collection, polleniferous flora and their pollen biomass contribution in southern West Bengal, India. After that, the pollen host selection and pollen foraging activity of the bee species were also determined. The average daily harvest of pollen loads per honey bee colony was 8.5 g to 127.2 g. The pollen flow through the colonies was the highest during spring, followed by winter and summer, whereas during the monsoon it was the lowest. The weight of a single pollen load ranged from 3.22 mg to 11.73 mg and greatly varied within each season, but seasonal average values do not statistically differ. Families that contributed major amount of biomass were Arecaceae, Myrtaceae, Brassicaceae, Fabaceae, Pedaliaceae and Apiaceae. Taxa providing large amounts of biomass were Brassica nigra, Eucalyptus globulus, Borassus flabellifer, Sesamum indicum, Acacia auriculiformis, Coriandrum sativum, Cocos nucifera, Phoenix sylvestris and Mikania scandens (Asteraceae). As the bee species foraged on 26.32% (80 plant taxa) of the local angiosperm flora, the broad polylecty category was inferred. The pollen host selection by the bee species significantly depends on the flower availability index (FAi) and pollen availability index (PAi) rather than on an individual flower's pollen quality (in term of pollen morphological characteristics and crude protein content) and pollen quantity (number of pollen grains/flower and amount of pollen biomass/flower). The pollen foraging activity of the bee species varied according to time as well as season. The activity was higher between 9.00 and 10.00 am. Seasonally, the highest activity was observed in spring and the lowest during the monsoon. Furthermore, the ratio of pollen foragers to total incoming foragers also varied according to the time of day as well as the season, and was largely dependent of resource availability.",,,,,"Layek, Ujjwal/0000-0002-3169-1559",,,,,,,,,,,,0191-6122,1558-9188,,,,Jan-02,2020,44,1,,,,,114,126,,10.1080/01916122.2018.1533898,,,,,,,WOS:000508977000008,,,,,
J,"Harano, K; Maia-Silva, C; Hrncir, M",,,,"Harano, Ken-ichi; Maia-Silva, Camila; Hrncir, Michael",,,Adjustment of fuel loads in stingless bees (Melipona subnitida),JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,,,,,,,,,,,,"Eusocial bee foragers leave their nest with nectar as flight fuel, therewith reducing the risk of starvation during a foraging trip. Yet, the extra mass results in an increase of energetic expenditure for flight. Thus, bees should tune their fuel loads to the respective foraging situation. In the present study, we investigated the fuel adjustment in the Brazilian stingless bee Melipona subnitida (Apidae, Meliponini). Specifically, we examined whether foragers of this species increase their fuel loads when they have low expectation for nectar collection during a foraging trip. Crop load measurements revealed that nectar foragers carried significantly less fuel on departing the nest than foragers collecting either pollen, clay, or resin. Surprisingly, 75% of nectar foragers left the nest without any detectable amount of nectar, which suggests that the majority of bees collected at nearby nectar sources and avoided an increase in foraging costs. Moreover, foragers increased their fuel loading when repeatedly experiencing empty food sources that had previously been rewarding. These results support our hypothesis and demonstrate that the capability of fuel adjustment is not restricted to honey bees.",,,,"Maia-Silva, Camila/E-3730-2013; Maia-Silva, Camila/I-4391-2016","Maia-Silva, Camila/0000-0003-1179-7716",,,,,,,,,,,,0340-7594,1432-1351,,,,JAN,2020,206,1,,,,,85,94,,10.1007/s00359-019-01398-2,,,,,,,WOS:000511591000007,31955221,,,,
S,"Cameron, SA; Sadd, BM",,"Douglas, AE",,"Cameron, Sydney A.; Sadd, Ben M.",,,Global Trends in Bumble Bee Health,"ANNUAL REVIEW OF ENTOMOLOGY, VOL 65",Annual Review of Entomology,,,,,,,,,,,"Bumble bees (Bombus) are unusually important pollinators, with approximately 260 wild species native to all biogeographic regions except sub-Saharan Africa, Australia, and New Zealand. As they are vitally important in natural ecosystems and to agricultural food production globally, the increase in reports of declining distribution and abundance over the past decade has led to an explosion of interest in bumble bee population decline. We summarize data on the threat status of wild bumble bee species across biogeographic regions, underscoring regions lacking assessment data. Focusing on data-rich studies, we also synthesize recent research on potential causes of population declines. There is evidence that habitat loss, changing climate, pathogen transmission, invasion of nonnative species, and pesticides, operating individually and in combination, negatively impact bumble bee health, and that effects may depend on species and locality. We distinguish between correlational and causal results, underscoring the importance of expanding experimental research beyond the study of two commercially available species to identify causal factors affecting the diversity of wild species.",,,,,,,,,,,,,,,,,0066-4170,1545-4487,978-0-8243-0165-1,,,,2020,65,,,,,,209,232,,10.1146/annurev-ento-011118-111847,,,,,,,WOS:000507471600011,31610137,,,,
S,"Rader, R; Cunningham, SA; Howlett, BG; Inouye, DW",,"Douglas, AE",,"Rader, R.; Cunningham, S. A.; Howlett, B. G.; Inouye, D. W.",,,"Non-Bee Insects as Visitors and Pollinators of Crops: Biology, Ecology, and Management","ANNUAL REVIEW OF ENTOMOLOGY, VOL 65",Annual Review of Entomology,,,,,,,,,,,"Insects other than bees (i.e., non-bees) have been acknowledged as important crop pollinators, but our understanding of which crop plants they visit and how effective they are as crop pollinators is limited. To compare visitation and efficiency of crop-pollinating bees and non-bees at a global scale, we review the literature published from 1950 to 2018 concerning the visitors and pollinators of 105 global food crops that are known to benefit from animal pollinators. Of the 105 animal-pollinated crops, a significant proportion are visited by both bee and non-bee taxa (n = 82; 77%), with a total gross domestic product (GDP) value of US$780.8 billion. For crops with a narrower range of visitors, those that favor non-bees (n = 8) have a value of US$1.2 billion, compared to those that favor bees (n = 15), with a value of US$19.0 billion. Limited pollinator efficiency data were available for one or more taxa in only half of the crops (n = 61; 58%). Among the non-bees, some families were recorded visiting a wide range of crops (>12), including six families of flies (Syrphidae, Calliphoridae, Muscidae, Sarcophagidae, Tachinidae, and Bombyliidae), two beetle families (Coccinelidae and Nitidulidae), ants (Formicidae), wasps (Vespidae), and four families of moths and butterflies (Hesperiidae, Lycaenidae, Nymphalidae, and Pieridae). Among the non-bees, taxa within the dipteran families Syrphidae and Calliphoridae were the most common visitors to the most crops, but this may be an artifact of the limited data available. The diversity of species and life histories in these groups of lesser-known pollinators indicates that diet, larval requirements, and other reproductive needs will require alternative habitat management practices to bees.",,,,,,,,,,,,,,,,,0066-4170,1545-4487,978-0-8243-0165-1,,,,2020,65,,,,,,391,407,,10.1146/annurev-ento-011019-025055,,,,,,,WOS:000507471600020,31610136,,,,
J,"Morice, BD; Lord, WD; Barthell, JF; Jourdan, TH; Morris, TL",,,,"Morice, Brian D.; Lord, Wayne D.; Barthell, John F.; Jourdan, Thomas H.; Morris, Tracy L.",,,Necrophagy in Honey Bees (Apis mellifera L.); A Forensic Application of Scent Foraging Behavior,JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,,,,,,,,,,,,"Scent training and field detection trials were conducted to determine if honey bee (Apis mellifera) foraging behavior could be employed as a practical application in the location of vertebrate carrion. Resource recognition and querying trials consisted of two components. Honey bees were trained to associate chemical compounds found in decaying tissues with a high-quality food source via introduction of the compounds into a sugar solution. Randomized scented and non-scented sugar solution choices were subsequently provided to hived bees at varying distances within a rural outdoor study area. Following initial forager recruitment by scouts, twice the number of bees were observed feeding at carrion-scented stations. Additional field trials performed using wildlife carrion reinforced experimental results. Scent trained scout bees showed a marked interest in decomposing wildlife remains by aerially investigating and landing on the carrion. These findings demonstrate honey bee retention of carrion sensory recognition capabilities and support the crabronid wasp hypothesis of honey bee evolutionary origins. Applications for forensic remains detection, wildlife trafficking interdiction, and endangered species conservation are indicated.",,,,,,,,,,,,,,,,,0022-8567,1937-2353,,,,JAN,2020,92,2,,,,,423,431,,10.2317/0022-8567-92.2.423,,,,,,,WOS:000506832400001,,,,,
J,"Larose, JP; Webb, EB; Finke, DL",,,,"Larose, Joseph P.; Webb, Elisabeth B.; Finke, Deborah L.",,,Comparing grasshopper (Orthoptera: Acrididae) communities on tallgrass prairie reconstructions and remnants in Missouri,INSECT CONSERVATION AND DIVERSITY,,,,,,,,,,,,"Tallgrass prairies, which once occupied a large swath of central North America, face the combined challenges of habitat loss and fragmentation. In Missouri, where less than 1% the historical prairie remains, prairies are being reconstructed from agricultural or wooded land. Invertebrates are often assumed to colonise reconstructions if native vegetation returns; however, the limited mobility of many invertebrates, the isolation of many tallgrass remnants, and the difficulty in establishing prairie plants raise serious questions as to whether invertebrate communities on reconstructed prairies are and will be equivalent to those found on remnant prairies. Grasshoppers (Acrididae) display a range of dispersal capabilities and may be valuable for assessing the success of prairie restoration for invertebrates. Our first objective was to compare grasshopper communities on reconstructed and remnant prairies and, if differences existed, identify species or functional groups associated with each habitat type. The second objective was to evaluate the effect of time because prairie reconstruction on grasshopper communities to determine if communities on reconstructions are converging with communities on remnants. Our results suggest that prairie reconstructions in Missouri do not support the same communities of grasshoppers as prairie remnants. Grasshopper diversity was generally greater on remnants. Many species had not colonised nearby reconstructions. Communities on prairie reconstructions were characterised by a few long-winged, generalist species that are typically successful in agroecosystems. Further investigation into the habitat disparities driving low grasshopper diversity on reconstructions could help restore the grasshopper community of reconstructions.",,,,,,,,,,,,,,,,,1752-458X,1752-4598,,,,JAN,2020,13,1,,,,,23,35,,10.1111/icad.12365,,,,,,,WOS:000505278300003,,,,,
J,"Carter, LJ; Agatz, A; Kumar, A; Williams, M",,,,"Carter, Laura J.; Agatz, Annika; Kumar, Anu; Williams, Mike",,,Translocation of pharmaceuticals from wastewater into beehives,ENVIRONMENT INTERNATIONAL,,,,,,,,,,,,"There has been a substantial research focus on the presence of pesticides in flowers and the subsequent exposure to honeybees. Here we demonstrate for the first time that honeybees can also be exposed to pharmaceuticals, commonly present in wastewater. Residues of carbamazepine (an anti-epileptic drug) up to 371 ng/mL and 30 mu g/g were detected in nectar and pollen sampled from zucchini flowers (Cucurbita pepo) grown in carbamazepine spiked soil (0.5-20 mu g/g). Under realistic exposure conditions from the use of recycled wastewater, carbamazepine concentrations were estimated to be 0.37 ng/L and 30 ng/kg in nectar and pollen, respectively. Incorporation of environmentally relevant carbamazepine residues in nectar and pollen into a modelling framework able to simulate beehive dynamics including the honeybee foraging activity at the landscape scale (BEEHAVE and BEESCOUT) enabled the simulation of carbamazepine translocation from zucchini fields into honeybee hives. Carbamazepine accumulation was modelled in 11 beehives across a 25 km(2) landscape over three years chosen to represent distinct climatic conditions. During a single flowering period, carbamazepine concentrations were simulated to range between 0 and 2478 ng per beehive. The amount of carbamazepine gathered not only varied across the simulated years but there were also differences in accumulation of carbamazepine between beehives within the same year. This work illustrates a fundamental first step in assessing the risk of pharmaceuticals to bees through realistic scenarios by demonstrating a method to quantify potential exposure of honeybees at the landscape scale. Pharmaceuticals are being inadvertently but increasingly applied to agricultural lands globally via the use of wastewater for agricultural irrigation in response to water scarcity problems. We have demonstrated a route of pharmaceutical exposure to honeybees via contaminated nectar and pollen. Given the biological potency of pharmaceuticals, accumulation of these chemicals in nectar and pollen suggest potential implications for honeybee health, with unknown ecosystem consequences.",,,,"Williams, Mike/I-1724-2013",,,,,,,,,,,,,0160-4120,1873-6750,,,,JAN,2020,134,,,,,,,,UNSP 105248,10.1016/j.envint.2019.105248,,,,,,,WOS:000501344500087,31711020,,,,
J,"Czerwinski, M; Januszkiewicz, L; Vian, A; Lazaro, A",,,,"Czerwinski, Marek; Januszkiewicz, Lukasz; Vian, Alain; Lazaro, Amparo",,,The influence of bioactive mobile telephony radiation at the level of a plant community - Possible mechanisms and indicators of the effects,ECOLOGICAL INDICATORS,,,,,,,,,,,,"Environmental exposure to radiofrequency electromagnetic fields (RF-EMFs) from mobile telephony has rapidly increased in the last two decades and this trend is expected to continue. The effects of this exposure at plant community level are unknown and difficult to assess in a scientifically appropriate manner. Such an assessment can be scientifically adequate if a studied plant community is completely new and control-impact radiation treatment is used. In this review we aimed to predict ecological effects and identify indicators of the impact of bioactive RF-EMFs at the mobile telephony frequency range on plant communities. We considered the scenario where a plant community was exposed to radiation generated by a base transmitting station antenna mounted on a nearby mast. This plant community can be represented by mesic meadow, ruderal or arable weed community, or other herbaceous, moderately productive vegetation type. We concentrated primarily on radiation effects that can be recorded for a year since the exposure started. To predict them we used physical theories of radiowave propagation in vegetation and the knowledge on plants physiological responses to RF-EMF. Our indicators can be used for the detection of the impact of RF-EMFs on vegetation in a control-impact experiment. The identified indicators can be classified into the following groups: (1) canopy parameters; (2) plant characteristics to be measured in the field or laboratory in a number of individuals that represent the populations of selected species; (3) community weighted means/medians (CWMs) of plant traits and strategies; (4) the abundance of other organisms that interact with plants and can influence their fitness or population size. The group of canopy parameters includes mean height, vertical vegetation structure and dry weight of above-ground standing phytomass. Plant characteristics requiring biometric sampling in the field are plant height, the number of fruits and seeds, as well as seed viability. The group of plant traits that are calculated as CWMs covers seed releasing height, seed dispersal mode, SLA, leaf orientation, month of germination and flowering, Ellenberg's light indicator value, and the proportion of individuals in the classes of competitors and stress tolerators according to Grime's CSR strategy scheme. The group of ""non-plant"" indicators includes primarily the frequency of flower visits by beetles, wasps, hoverflies, and bees that have their nests over ground. To detect ecological responses that occur for the first year since a herbaceous community has been exposed to potentially bioactive RF-EMF, the first two indicators groups should be used.",,,,"Januszkiewicz, Lukasz/N-1436-2014","Januszkiewicz, Lukasz/0000-0001-6693-1009",,,,,,,,,,,,1470-160X,1872-7034,,,,JAN,2020,108,,,,,,,,UNSP 105683,10.1016/j.ecolind.2019.105683,,,,,,,WOS:000493902400014,,,,,
