Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source
"Ghosh S., Jeon H., Jung C.","Foraging behaviour and preference of pollen sources by honey bee (Apis mellifera) relative to protein contents",2020,"Journal of Ecology and Environment","44","1", 4,"","",,"10.1186/s41610-020-0149-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078681368&doi=10.1186%2fs41610-020-0149-9&partnerID=40&md5=53559f109ef2f9bb4180e0f582aed758","Background: Pollen is an important source of protein and lipids for many animals including honey bees. In order to understand the foraging behaviour of honey bee colonies and preference among the available floral resources, pollen collections from three experimental healthy colonies of honey bees were analysed in the month of June. Results: The amount of pollen collections were related to the colony's need which was indicated by the number of larval and adult bees present in the hive. Interesting was the sequence of pollen collection from different floral sources. All honey bee colonies collected pollens from Trifolium repens first, then Erigeron annus and the third choice was Coreopsis drummondii and Oenothera biennis flowers. Total protein content of Trifolium pollen was the highest (20.0 g/100 g DM), and the others were in the range of 8.9-11.4 g/100 g DM. Conclusion: The results indicated that the first criteria for honey bee foraging preference of pollens would be the nutritional contents of protein and the resource availability of the lesser nutritious floral sources. This information can help pollinator protection programmes of habitat manipulation using flowering plants for nectar and pollen sources. © 2020 The Author(s).",Article,Scopus
"Morice B.D., Lord W.D., Barthell J.F., Jourdan T.H., Morris T.L.","Necrophagy in Honey Bees (Apis mellifera L.); A Forensic Application of Scent Foraging Behavior",2020,"Journal of the Kansas Entomological Society","92","2",,"423","431",,"10.2317/0022-8567-92.2.423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078353786&doi=10.2317%2f0022-8567-92.2.423&partnerID=40&md5=7f949ee622575839e2a882f19536362a","Scent training and field detection trials were conducted to determine if honey bee (Apis mellifera) foraging behavior could be employed as a practical application in the location of vertebrate carrion. Resource recognition and querying trials consisted of two components. Honey bees were trained to associate chemical compounds found in decaying tissues with a high-quality food source via introduction of the compounds into a sugar solution. Randomized scented and non-scented sugar solution choices were subsequently provided to hived bees at varying distances within a rural outdoor study area. Following initial forager recruitment by scouts, twice the number of bees were observed feeding at carrion-scented stations. Additional field trials performed using wildlife carrion reinforced experimental results. Scent trained scout bees showed a marked interest in decomposing wildlife remains by aerially investigating and landing on the carrion. These findings demonstrate honey bee retention of carrion sensory recognition capabilities and support the crabronid wasp hypothesis of honey bee evolutionary origins. Applications for forensic remains detection, wildlife trafficking interdiction, and endangered species conservation are indicated. © 2019 Kansas Entomological Society.",Article,Scopus
"Laurino D., Lioy S., Carisio L., Manino A., Porporato M.","Vespa velutina: An alien driver of honey bee colony losses",2020,"Diversity","12","1", 5,"","",,"10.3390/D12010005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079782341&doi=10.3390%2fD12010005&partnerID=40&md5=4740fa92545525f1690d12c08cb0aa5d","Vespa velutina, or Asian yellow-legged hornet, was accidentally introduced from China to other parts of the world: South Korea in 2003, Europe in 2004, and Japan in 2012. V. velutina represents a serious threat to native pollinators. It is known to be a fierce predator of honey bees, but can also hunt wild bees, native wasps, and other flying insects. When V. velutina colonies are developed, many hornets capture foraging bees which are coming back to their hives, causing an increase in homing failure and paralysis of foraging thus leading to colony collapse. The hornets may enter weak beehives to prey on brood and pillage honey. Unlike Apis cerana, Apis mellifera is unable to cope with the predation pressure of V. velutina. Monitoring the spread of an invasive alien species is crucial to plan appropriate management actions and activities to limit the expansion of the species. In addition, an early detection of V. velutina in areas far away from the expansion front allows a rapid response aimed to remove these isolated populations before the settlement of the species. Where V. velutina is now established, control measures to prevent colony losses must be implemented with an integrated pest management approach. © 2019 by the authors.",Review,Scopus
"Peng G., Tong S.-M., Zeng D., Xia Y., Feng M.-G.","Colony heating protects honey bee populations from a risk of contact with wide-spectrum Beauveria bassiana insecticides applied in the field",2020,"Pest Management Science",,,,"","",,"10.1002/ps.5803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081386830&doi=10.1002%2fps.5803&partnerID=40&md5=af0fa9bd52a7f59074874250d1125fb4","BACKGROUND: The safety of fungal insecticides to apiculture is a public concern but remains poorly understood. This study seeks to evaluate whether, how and why wide-spectrum Beauveria bassiana insecticides are safe to honey bees in a novel assessment system. RESULTS: Mesonotum dipping with a 108 conidia ml−1 suspension and body contact with conidial suspension in sucrose solution caused high mortalities of adult forager bees at 25 °C optimal for conidial germination and hyphal invasion. Intriguingly, colony sizes in the hives contaminated by the forager bees contacting viable and inactivated conidia at two sites (1.2 km in distance), respectively, showed similar increase percentages (31.7% versus 29.2%) during a 4-week summer period of exposure to environment. No sign of fungal infection was found within each of the monitored colonies. Neither was fungal outgrowth observed on surfaces of bee cadavers cleaned from each hive at either site. Hourly counts of cleaned cadavers from videotapes presented no significant difference in colony-cleaning behavior between the two sites. During the period, in-hive temperatures at both sites were persistently stabilized at approximately 35 °C, which abolished conidial germination and were far above the out-hive temperature range. CONCLUSION: It is colony heating that protects honey bee populations from a risk of forager bees' contact with formulated conidia applied for arthropod pest control. No role was detected for colony self-cleaning behavior in protecting the bee colonies from the risk. © 2020 Society of Chemical Industry. © 2020 Society of Chemical Industry",Article,Scopus
"Balzer Z.S., Davis A.R.","Life history traits and interactions of Stylops advarians (Strepsiptera) with its bee host, Andrena milwaukeensis",2020,"Parasitology",,,,"","",,"10.1017/S0031182020000037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078404980&doi=10.1017%2fS0031182020000037&partnerID=40&md5=697ee5b78232c7a56613b49046885c1e","Specimens of Stylops advarians were sampled by collecting foraging bees of Andrena milwaukeensis along the South Saskatchewan River within Saskatoon, Saskatchewan. As the foraging season progressed from early May till late June over three consecutive years (2016-2018), most stylopized bees possessed endoparasitic adult (neotenic) females of S. advarians protruding from the bee gaster's dorsum. In contrast, very few adult bees stylopized by male puparia, and no free-living males, were encountered. Over the sampling period, prevalence remained around 22% each year; mean intensity was 1.2 (range of 1-3 female parasites per bee); and parasite abundance was 0.27. Also newly reported for Stylops is the occurrence of one bee bearing four Stylops (two neotenic females and two males with puparia), plus another bee with a male puparium extruded from its gaster's sternites. Around May 2 each year, a high proportion of the earliest captured female bees were stylopized. However, non-stylopized female bees typically were not encountered until about 10 days later, suggesting the parasites manipulate female bee hosts to emerge earlier, in close synchrony to male bee emergence. First-instar larvae of S. advarians appeared from May 22-25, indicating that adults of S. advarians matured and mated at similar times each season. © 2020 Cambridge University Press. All rights reserved.",Article,Scopus
"Harano K.-I., Maia-Silva C., Hrncir M.","Adjustment of fuel loads in stingless bees (Melipona subnitida)",2020,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology","206","1",,"85","94",,"10.1007/s00359-019-01398-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078036824&doi=10.1007%2fs00359-019-01398-2&partnerID=40&md5=a88ed45d534208d48bca9a711e0f2e42","Eusocial bee foragers leave their nest with nectar as flight fuel, therewith reducing the risk of starvation during a foraging trip. Yet, the extra mass results in an increase of energetic expenditure for flight. Thus, bees should tune their fuel loads to the respective foraging situation. In the present study, we investigated the fuel adjustment in the Brazilian stingless bee Melipona subnitida (Apidae, Meliponini). Specifically, we examined whether foragers of this species increase their fuel loads when they have low expectation for nectar collection during a foraging trip. Crop load measurements revealed that nectar foragers carried significantly less fuel on departing the nest than foragers collecting either pollen, clay, or resin. Surprisingly, 75% of nectar foragers left the nest without any detectable amount of nectar, which suggests that the majority of bees collected at nearby nectar sources and avoided an increase in foraging costs. Moreover, foragers increased their fuel loading when repeatedly experiencing empty food sources that had previously been rewarding. These results support our hypothesis and demonstrate that the capability of fuel adjustment is not restricted to honey bees. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.",Article,Scopus
"Vanderplanck M., Zerck P.-L., Lognay G., Michez D.","Generalized host-plant feeding can hide sterol-specialized foraging behaviors in bee–plant interactions",2020,"Ecology and Evolution","10","1",,"150","162",,"10.1002/ece3.5868","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076740134&doi=10.1002%2fece3.5868&partnerID=40&md5=f1103dc00a82e0f668d5c2b0ce5f4850","Host-plant selection is a key factor driving the ecology and evolution of insects. While the majority of phytophagous insects is highly host specific, generalist behavior is quite widespread among bees and presumably involves physiological adaptations that remain largely unexplored. However, floral visitation patterns suggest that generalist bees do not forage randomly on all available resources. While resource availability and accessibility as well as nectar composition have been widely explored, pollen chemistry could also have an impact on the range of suitable host-plants. This study focuses on particular pollen nutrients that cannot be synthesized de novo by insects but are key compounds of cell membranes and the precursor for molting process: the sterols. We compared the sterol composition of pollen from the main host-plants of three generalist bees: Anthophora plumipes, Colletes cunicularius, and Osmia cornuta, as well as one specialist bee Andrena vaga. We also analyzed the sterols of their brood cell provisions, the tissues of larvae and nonemerged females to determine which sterols are used by the different species. Our results show that sterols are not used accordingly to foraging strategy: Both the specialist species A. vaga and the generalist species C. cunicularius might metabolize a rare C27 sterol, while the two generalist species A. plumipes and O. cornuta might rather use a very common C28 sterol. Our results suggest that shared sterolic compounds among plant species could facilitate the exploitation of multiple host-plants by A. plumipes and O. cornuta whereas the generalist C. cunicularius might be more constrained due to its physiological requirements of a more uncommon dietary sterol. Our findings suggest that a bee displaying a generalist foraging behavior may sometimes hide a sterol-specialized species. This evidence challenges the hypothesis that all generalist free-living bee species are all able to develop on a wide range of different pollen types. © 2019 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.",Article,Scopus
"Carter L.J., Agatz A., Kumar A., Williams M.","Translocation of pharmaceuticals from wastewater into beehives",2020,"Environment International","134",, 105248,"","",,"10.1016/j.envint.2019.105248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074641723&doi=10.1016%2fj.envint.2019.105248&partnerID=40&md5=b60360f094730d0f431636d4e65ea710","There has been a substantial research focus on the presence of pesticides in flowers and the subsequent exposure to honeybees. Here we demonstrate for the first time that honeybees can also be exposed to pharmaceuticals, commonly present in wastewater. Residues of carbamazepine (an anti-epileptic drug) up to 371 ng/mL and 30 µg/g were detected in nectar and pollen sampled from zucchini flowers (Cucurbita pepo) grown in carbamazepine spiked soil (0.5–20 µg/g). Under realistic exposure conditions from the use of recycled wastewater, carbamazepine concentrations were estimated to be 0.37 ng/L and 30 ng/kg in nectar and pollen, respectively. Incorporation of environmentally relevant carbamazepine residues in nectar and pollen into a modelling framework able to simulate beehive dynamics including the honeybee foraging activity at the landscape scale (BEEHAVE and BEESCOUT) enabled the simulation of carbamazepine translocation from zucchini fields into honeybee hives. Carbamazepine accumulation was modelled in 11 beehives across a 25 km2 landscape over three years chosen to represent distinct climatic conditions. During a single flowering period, carbamazepine concentrations were simulated to range between 0 and 2478 ng per beehive. The amount of carbamazepine gathered not only varied across the simulated years but there were also differences in accumulation of carbamazepine between beehives within the same year. This work illustrates a fundamental first step in assessing the risk of pharmaceuticals to bees through realistic scenarios by demonstrating a method to quantify potential exposure of honeybees at the landscape scale. Pharmaceuticals are being inadvertently but increasingly applied to agricultural lands globally via the use of wastewater for agricultural irrigation in response to water scarcity problems. We have demonstrated a route of pharmaceutical exposure to honeybees via contaminated nectar and pollen. Given the biological potency of pharmaceuticals, accumulation of these chemicals in nectar and pollen suggest potential implications for honeybee health, with unknown ecosystem consequences. © 2019 The Authors",Article,Scopus
"Czerwiński M., Januszkiewicz Ł., Vian A., Lázaro A.","The influence of bioactive mobile telephony radiation at the level of a plant community – Possible mechanisms and indicators of the effects",2020,"Ecological Indicators","108",, 105683,"","",,"10.1016/j.ecolind.2019.105683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072197266&doi=10.1016%2fj.ecolind.2019.105683&partnerID=40&md5=36259df2c959c499c53493dc2fbeb149","Environmental exposure to radiofrequency electromagnetic fields (RF-EMFs) from mobile telephony has rapidly increased in the last two decades and this trend is expected to continue. The effects of this exposure at plant community level are unknown and difficult to assess in a scientifically appropriate manner. Such an assessment can be scientifically adequate if a studied plant community is completely new and control-impact radiation treatment is used. In this review we aimed to predict ecological effects and identify indicators of the impact of bioactive RF-EMFs at the mobile telephony frequency range on plant communities. We considered the scenario where a plant community was exposed to radiation generated by a base transmitting station antenna mounted on a nearby mast. This plant community can be represented by mesic meadow, ruderal or arable weed community, or other herbaceous, moderately productive vegetation type. We concentrated primarily on radiation effects that can be recorded for a year since the exposure started. To predict them we used physical theories of radiowave propagation in vegetation and the knowledge on plants physiological responses to RF-EMF. Our indicators can be used for the detection of the impact of RF-EMFs on vegetation in a control-impact experiment. The identified indicators can be classified into the following groups: (1) canopy parameters; (2) plant characteristics to be measured in the field or laboratory in a number of individuals that represent the populations of selected species; (3) community weighted means/medians (CWMs) of plant traits and strategies; (4) the abundance of other organisms that interact with plants and can influence their fitness or population size. The group of canopy parameters includes mean height, vertical vegetation structure and dry weight of above-ground standing phytomass. Plant characteristics requiring biometric sampling in the field are plant height, the number of fruits and seeds, as well as seed viability. The group of plant traits that are calculated as CWMs covers seed releasing height, seed dispersal mode, SLA, leaf orientation, month of germination and flowering, Ellenberg's light indicator value, and the proportion of individuals in the classes of competitors and stress tolerators according to Grime's CSR strategy scheme. The group of “non-plant” indicators includes primarily the frequency of flower visits by beetles, wasps, hoverflies, and bees that have their nests over ground. To detect ecological responses that occur for the first year since a herbaceous community has been exposed to potentially bioactive RF-EMF, the first two indicators groups should be used. © 2019 Elsevier Ltd",Review,Scopus
"James L., Emyr Davies T.G., Lim K.S., Reynolds A.","Do bumblebees have signatures? Demonstrating the existence of a speed-curvature power law in Bombus terrestris locomotion patterns",2020,"PLoS ONE","15","1", e0226393,"","",,"10.1371/journal.pone.0226393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077941454&doi=10.1371%2fjournal.pone.0226393&partnerID=40&md5=c678c7e30610e7732dd058ddf7ba856a","We report the discovery that Bombus terrestris audax (Buff-tailed bumblebee) locomotor trajectories adhere to a speed-curvature power law relationship which has previously been found in humans, non-human primates and Drosophila larval trajectories. No previous study has reported such a finding in adult insect locomotion. We used behavioural tracking to study walking Bombus terrestris in an arena under different training environments. Trajectories analysed from this tracking show the speed-curvature power law holds robustly at the population level, displaying an exponent close to two-thirds. This exponent corroborates previous findings in human movement patterns, but differs from the three-quarter exponent reported for Drosophila larval locomotion. There are conflicting hypotheses for the principal origin of these speed-curvature laws, ranging from the role of central planning to kinematic and muscular skeletal constraints. Our findings substantiate the latter idea that dynamic power-law effects are robust, differing only through kinematic constraints due to locomotive method. Our research supports the notion that these laws are present in a greater range of species than previously thought, even in the bumblebee. Such power laws may provide optimal behavioural templates for organisms, delivering a potential analytical tool to study deviations from this template. Our results suggest that curvature and angular speed are constrained geometrically, and independently of the muscles and nerves of the performing body. © 2020 James et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Article,Scopus
"Brown M., Brown M.J.F.","Nectar preferences in male bumblebees",2020,"Insectes Sociaux",,,,"","",,"10.1007/s00040-020-00751-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078961140&doi=10.1007%2fs00040-020-00751-y&partnerID=40&md5=87339ffc7254a2f17d88320d06ae5def","Social insect males are relatively understudied, but knowledge of their biology is increasingly important for conservation of declining groups. Bumblebees are important pollinators in temperate, sub-arctic, and Alpine regions, but many species are in decline across the globe. Agri-environment schemes have been designed to support female bumblebees, but free-living males may also need support. Male bumblebees have an energetically expensive lifestyle, and so understanding their foraging choices may provide a first step towards designing interventions to support them in the wild. Using a series of controlled laboratory choice experiments, we demonstrate that males prefer sugar concentrations of between 50 and 60% when under either simple (binary) or complex (octanary) choice conditions when presented with a broad range of sugar concentrations. When presented with concentrations within this preferred range, males exhibit a clear preference for sugar solutions of 56% w/w sucrose when solutions differ by 4%. These results suggest that males maximise their rate of energy intake, as predicted by theoretical models, rather than minimise their water consumption. In the future, male preferences for high sugar concentrations can be combined with knowledge of baseline nectar concentrations and flower phenology to maximise the value of conservation interventions for this neglected sex. © 2020, The Author(s).",Article,Scopus
"Makinson J.C., Woodgate J.L., Reynolds A., Capaldi E.A., Perry C.J., Chittka L.","Harmonic radar tracking reveals random dispersal pattern of bumblebee (Bombus terrestris) queens after hibernation",2019,"Scientific Reports","9","1", 4651,"","",,"10.1038/s41598-019-40355-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063319356&doi=10.1038%2fs41598-019-40355-6&partnerID=40&md5=b41d3cf5db05cf63acc8a6943cb1d947","The dispersal of animals from their birth place has profound effects on the immediate survival and longer-term persistence of populations. Molecular studies have estimated that bumblebee colonies can be established many kilometers from their queens’ natal nest site. However, little is known about when and how queens disperse during their lifespan. One possible life stage when dispersal may occur, is directly after emerging from hibernation. Here, harmonic radar tracking of artificially over-wintered Bombus terrestris queens shows that they spend most of their time resting on the ground with intermittent very short flights (duration and distance). We corroborate these behaviors with observations of wild queen bees, which show similar prolonged resting periods between short flights, indicating that the behavior of our radar-monitored bees was not due to the attachment of transponders nor an artifact of the bees being commercially reared. Radar-monitored flights were not continuously directed away from the origin, suggesting that bees were not intentionally trying to disperse from their artificial emergence site. Flights did not loop back to the origin suggesting bees were not trying to remember or get back to the original release site. Most individuals dispersed from the range of the harmonic radar within less than two days and did not return. Flight directions were not different from a uniform distribution and flight lengths followed an exponential distribution, both suggesting random dispersal. A random walk model based on our observed data estimates a positive net dispersal from the origin over many flights, indicating a biased random dispersal, and estimates the net displacement of queens to be within the range of those estimated in genetic studies. We suggest that a distinct post-hibernation life history stage consisting mostly of rest with intermittent short flights and infrequent foraging fulfils the dual purpose of ovary development and dispersal prior to nest searching. © 2019, The Author(s).",Article,Scopus
